document	topic	gamma
17828-3_1809	10	0.4652777777777778
17829-1_1812	10	0.5375
17829-2_1812	10	0.3253968253968254
17829-3_1812	10	0.3028169014084507
17830-1_1813	10	0.08441558441558442
17830-2_1813	10	0.06578947368421052
17830-3_1813	10	0.11363636363636363
17831-1_1812	10	0.007246376811594203
17831-2_1812	10	0.04032258064516129
17831-3_1812	10	0.04861111111111111
17831-4_1812	10	0.05303030303030303
17831-5_1812	10	0.5078125
17832-1_1813	10	0.02
17832-2_1813	10	0.005813953488372093
17832-3_1813	10	0.09375
17833-1_1814	10	0.018292682926829267
17833-2_1814	10	0.09259259259259259
17833-3_1814	10	0.08823529411764706
17834-1_1814	10	0.015625
17834-2_1814	10	0.14556962025316456
17834-3_1814	10	0.1781609195402299
17835-1_1814	10	0.4083333333333333
17835-2_1814	10	0.6293103448275862
17835-3_1814	10	0.75
17835-4_1814	10	0.5648148148148148
17835-5_1814	10	0.4583333333333333
17836-1_1814	10	0.14516129032258066
17836-2_1814	10	0.3148148148148148
17836-3_1814	10	0.47468354430379744
17837-1_1814	10	0.02054794520547945
17837-2_1814	10	0.23717948717948717
17837-3_1814	10	0.036231884057971016
17837-4_1814	10	0.19852941176470587
17837-5_1814	10	0.1484375
17838-1_1814	10	0.14383561643835616
17838-2_1814	10	0.006756756756756757
17838-3_1814	10	0.4791666666666667
17838-4_1814	10	0.11194029850746269
17838-5_1814	10	0.34057971014492755
17842-1_1818	10	0.3515625
17843_1818	10	0.3709677419354839
17844_1818	10	0.05241935483870968
17845-1_1818	10	0.07065217391304347
17845-2_1818	10	0.0872093023255814
17845-3_1818	10	0.08333333333333333
17846-1_1819	10	0.8629032258064516
17846-2_1819	10	0.7083333333333334
17846-3_1819	10	0.5948275862068966
17847_1816	10	0.028846153846153848
17848_1816	10	0.08333333333333333
17849_1816	10	0.011029411764705883
17850-1_1822	10	0.005555555555555556
17850-2_1822	10	0.005319148936170213
17850-3_1822	10	0.18023255813953487
17851-1_1828	10	0.0125
17851-2_1828	10	0.17424242424242425
17851-3_1828	10	0.13636363636363635
17853-1_1831	10	0.16891891891891891
17854-1_1831	10	0.007042253521126761
17854-2_1831	10	0.2671232876712329
17854-3_1831	10	0.44285714285714284
17855-1_1831	10	0.12650602409638553
17855-2_1831	10	0.22413793103448276
17855-3_1831	10	0.11728395061728394
17856-1_1831	10	0.016853932584269662
17857-1_1831	10	0.13076923076923078
17858-1_1831	10	0.01
17858-2_1831	10	0.03676470588235294
17858-3_1831	10	0.44366197183098594
17858-4_1831	10	0.23648648648648649
17858-5_1831	10	0.007042253521126761
17859-1_1831	10	0.03289473684210526
17859-2_1831	10	0.005681818181818182
17859-3_1831	10	0.06989247311827956
17859-4_1831	10	0.13855421686746988
17859-5_1831	10	0.03763440860215054
17860-1_1831	10	0.03048780487804878
17860-2_1831	10	0.04945054945054945
17860-3_1831	10	0.07647058823529412
17861-1_1832	10	0.03125
17861-2_1832	10	0.05
17861-3_1832	10	0.034722222222222224
17861-4_1832	10	0.007142857142857143
17861-5_1832	10	0.02976190476190476
17862-1_1832	10	0.13291139240506328
17863-1_1832	10	0.2637795275590551
17864_1832	10	0.17253521126760563
17865-1_1832	10	0.09740259740259741
17866_1833	10	0.029605263157894735
17867-1_1833	10	0.0472972972972973
17867-2_1833	10	0.06521739130434782
17867-3_1833	10	0.007352941176470588
17867-4_1833	10	0.033783783783783786
17867-5_1833	10	0.007692307692307693
18_1840	10	0.3127853881278539
180_1844	10	0.09791666666666667
182-1_1844	10	0.164
182-2_1844	10	0.036585365853658534
182-3_1844	10	0.07083333333333333
182-4_1844	10	0.15289256198347106
182-5_1844	10	0.26422764227642276
182-6_1844	10	0.0860655737704918
182-7_1844	10	0.404
182-8_1844	10	0.18345323741007194
183_1844	10	0.07142857142857142
184_1845	10	0.007142857142857143
189_1846	10	0.02631578947368421
19_1840	10	0.3416666666666667
190_1846	10	0.16034482758620688
191_1846	10	0.03456221198156682
192_1846	10	0.02717391304347826
193_1848	10	0.08024691358024691
195_1848	10	0.3918918918918919
196_1848	10	0.075
197-1_1848	10	0.026119402985074626
197-2_1848	10	0.15082644628099173
198_1848	10	0.04838709677419355
199_1850	10	0.6330645161290323
2_1840	10	0.014705882352941176
200_1850	10	0.2971698113207547
201_1850	10	0.3700564971751412
202_1850	10	0.022123893805309734
204_1846	10	0.06043956043956044
205-1_1840	10	0.19029850746268656
205-2_1840	10	0.12962962962962962
205-3_1840	10	0.017857142857142856
205-4_1840	10	0.1303030303030303
206_1841	10	0.02586206896551724
207-1_1849	10	0.15804597701149425
207-2_1849	10	0.2585616438356164
208_1849	10	0.11550632911392406
209_1849	10	0.0746606334841629
21_1840	10	0.15333333333333332
210_1849	10	0.11363636363636363
211_1846	10	0.031598513011152414
212_1847	10	0.08984375
214_1827	10	0.004032258064516129
215_1832	10	0.46296296296296297
216_1835	10	0.059895833333333336
217_1821	10	0.22169811320754718
218_1825	10	0.38741721854304634
219-1_1838	10	0.009868421052631578
219-2_1838	10	0.0797872340425532
220_1831	10	0.13865546218487396
221-1_1838	10	0.12222222222222222
221-2_1838	10	0.19784172661870503
222_1839	10	0.29910714285714285
223_1829	10	0.02131782945736434
224_1831	10	0.12650602409638553
225-1_1838	10	0.21653543307086615
225-2_1838	10	0.20977011494252873
226_1834	10	0.005319148936170213
227_1835	10	0.25092936802973975
228_1838	10	0.07664233576642336
229_1839	10	0.076
23_1840	10	0.10192307692307692
230-1_1827	10	0.5
230-2_1827	10	0.6317829457364341
230-3_1827	10	0.5186567164179104
230-4_1827	10	0.213768115942029
230-5_1827	10	0.09310344827586207
230-6_1827	10	0.15357142857142858
230-7_1827	10	0.19927536231884058
230-8_1827	10	0.24666666666666667
231_1838	10	0.04891304347826087
232_1826	10	0.1700507614213198
233_1825	10	0.4711934156378601
235-1_1834	10	0.5033333333333333
235-2_1834	10	0.3372093023255814
236-1_1830	10	0.08959537572254335
236-2_1830	10	0.18949044585987262
237_1835	10	0.1
238-1_1833	10	0.16666666666666666
238-2_1833	10	0.18098159509202455
238-3_1833	10	0.07961783439490445
238-4_1833	10	0.13
238-5_1833	10	0.045816733067729085
239_1835	10	0.203125
24-1_1840	10	0.08712121212121213
24-2_1840	10	0.18442622950819673
24-3_1840	10	0.0036231884057971015
24-4_1840	10	0.22180451127819548
24-5_1840	10	0.24452554744525548
24-6_1840	10	0.3521739130434783
24-7_1840	10	0.0397196261682243
240_1830	10	0.42021276595744683
241_1835	10	0.2979452054794521
242_1830	10	0.11274509803921569
243-1_1831	10	0.14722222222222223
243-2_1831	10	0.019817073170731708
244-1_1828	10	0.196
244-2_1828	10	0.13354037267080746
245_1834	10	0.3980392156862745
246_1836	10	0.09782608695652174
247_1829	10	0.26515151515151514
248-1_1833	10	0.41304347826086957
248-2_1833	10	0.1618705035971223
248-3_1833	10	0.07664233576642336
248-4_1833	10	0.02631578947368421
248-5_1833	10	0.07795698924731183
249_1828	10	0.22674418604651161
25_1841	10	0.2986111111111111
250_1832	10	0.05652173913043478
251_1839	10	0.12760416666666666
252_1834	10	0.10080645161290322
253_1839	10	0.09782608695652174
254_1835	10	0.0425
255_1835	10	0.2264957264957265
256_1835	10	0.21910112359550563
257_1838	10	0.06910569105691057
258_1838	10	0.35150375939849626
259_1834	10	0.005319148936170213
26_1841	10	0.06209150326797386
260_1835	10	0.5860215053763441
261_1832	10	0.35784313725490197
262_1833	10	0.1564102564102564
263_1836	10	0.17724867724867724
264_1835	10	0.4155405405405405
265_1834	10	0.04591836734693878
266-1_1834	10	0.050335570469798654
266-2_1834	10	0.008152173913043478
267_1830	10	0.003937007874015748
269_1827	10	0.04666666666666667
270_1829	10	0.28076923076923077
271-1_1833	10	0.11986301369863013
271-2_1833	10	0.14322916666666666
272_1839	10	0.3850574712643678
273-1_1838	10	0.1626984126984127
273-2_1838	10	0.046762589928057555
273-3_1838	10	0.10546875
273-4_1838	10	0.03794642857142857
274_1837	10	0.27689873417721517
275_1839	10	0.44759825327510916
276-1_1825	10	0.1840277777777778
276-2_1825	10	0.6340579710144928
276-3_1825	10	0.5255319148936171
278_1827	10	0.2069672131147541
279_1827	10	0.03244274809160305
28_1841	10	0.004901960784313725
280_1839	10	0.008823529411764706
281-1_1828	10	0.0797872340425532
281-2_1828	10	0.044
282-1_1828	10	0.2087378640776699
282-2_1828	10	0.30869565217391304
282-3_1828	10	0.039473684210526314
282-4_1828	10	0.2722772277227723
282-5_1828	10	0.13505747126436782
29_1841	10	0.04044117647058824
3_1840	10	0.003816793893129771
30_1841	10	0.7253521126760564
31-1_1841	10	0.08469945355191257
31-2_1841	10	0.19128787878787878
32_1841	10	0.6111111111111112
33_1841	10	0.3263888888888889
34_1841	10	0.31208053691275167
3463_1824	10	0.22413793103448276
35_1841	10	0.4064748201438849
36-1_1841	10	0.3125
36-2_1841	10	0.5
36-3_1841	10	0.7197802197802198
36-4_1841	10	0.3313953488372093
36-5_1841	10	0.14673913043478262
36-6_1841	10	0.33984375
3788_1820	10	0.30412371134020616
38_1840	10	0.2916666666666667
39-1_1841	10	0.1308139534883721
39-2_1841	10	0.17035398230088494
4_1840	10	0.022321428571428572
41_1841	10	0.003937007874015748
42_1842	10	0.025423728813559324
43_1842	10	0.3107142857142857
44_1842	10	0.6223404255319149
4475_1830	10	0.03205128205128205
4478_1830	10	0.09393939393939393
4483_1835	10	0.07861635220125786
4489_1835	10	0.00819672131147541
45_1842	10	0.1625
47_1842	10	0.011363636363636364
48_1842	10	0.5
49_1842	10	0.029801324503311258
5_1840	10	0.059322033898305086
50_1842	10	0.04716981132075472
506-1_1832	10	0.3484848484848485
51_1842	10	0.016666666666666666
52_1842	10	0.008928571428571428
53-1_1842	10	0.36778846153846156
53-2_1842	10	0.2684729064039409
53-3_1842	10	0.32987551867219916
53-4_1842	10	0.22833333333333333
54-1_1842	10	0.06690140845070422
54-2_1842	10	0.1718146718146718
55_1842	10	0.0946969696969697
56_1842	10	0.17326732673267325
57_1842	10	0.25384615384615383
58_1843	10	0.13839285714285715
5855-1_1825	10	0.11971830985915492
59_1843	10	0.0015723270440251573
6_1840	10	0.2621951219512195
60_1843	10	0.3380952380952381
61_1843	10	0.588
63-1_1843	10	0.11290322580645161
63-2_1843	10	0.2774390243902439
63-3_1843	10	0.6428571428571429
63-4_1843	10	0.3656716417910448
64_1844	10	0.11397058823529412
65_1844	10	0.36503067484662577
66_1844	10	0.3324022346368715
67_1844	10	0.11585365853658537
6782-1_1814	10	0.39864864864864863
6782-2_1814	10	0.28289473684210525
6782-3_1814	10	0.1590909090909091
6783-1_1815	10	0.06164383561643835
6783-2_1815	10	0.006756756756756757
6783-3_1815	10	0.12318840579710146
68_1843	10	0.07196969696969698
6807-1_1828	10	0.07731958762886598
6807-2_1828	10	0.23626373626373626
6807-3_1828	10	0.07142857142857142
6816-1_1814	10	0.14583333333333334
6817-1_1816	10	0.16233766233766234
6817-2_1816	10	0.35185185185185186
6817-3_1816	10	0.016666666666666666
6817-4_1816	10	0.006578947368421052
6817-5_1816	10	0.35185185185185186
6818_1817	10	0.5166666666666667
69_1843	10	0.003355704697986577
6953-1_1838	10	0.02112676056338028
7_1840	10	0.15934065934065933
70_1844	10	0.003424657534246575
7028-1_1827	10	0.10135135135135136
71-1_1844	10	0.07718120805369127
71-2_1844	10	0.2992957746478873
71-3_1844	10	0.2818627450980392
7192_1836	10	0.10054347826086957
72_1844	10	0.023195876288659795
7200-1_1825	10	0.035211267605633804
73_1845	10	0.036585365853658534
74_1845	10	0.20098039215686275
746_1824	10	0.22185430463576158
7482_1825	10	0.03723404255319149
75_1845	10	0.2230769230769231
7562_1829	10	0.24479166666666666
7563_1829	10	0.2746478873239437
7564_1829	10	0.041666666666666664
7573_1829	10	0.3181818181818182
7599-1_1830	10	0.2345132743362832
76_1841	10	0.18333333333333332
7622_1830	10	0.08095238095238096
7653_1830	10	0.07738095238095238
7655_1830	10	0.04716981132075472
77-1_1845	10	0.12111801242236025
77-2_1845	10	0.48048780487804876
7747-1_1831	10	0.06428571428571428
7774_1832	10	0.5082644628099173
78_1845	10	0.325
7817_1832	10	0.3194444444444444
7819_1832	10	0.28523489932885904
79_1845	10	0.011904761904761904
7915-1_1835	10	0.18452380952380953
8_1840	10	0.037815126050420166
80-1_1845	10	0.16566265060240964
80-2_1845	10	0.14804469273743018
81_1845	10	0.05029585798816568
82-1_1846	10	0.032846715328467155
82-2_1846	10	0.00980392156862745
83_1846	10	0.08260869565217391
84_1846	10	0.1595744680851064
85_1846	10	0.1375
86_1846	10	0.005208333333333333
87_1846	10	0.1125
877-1_1822	10	0.3241758241758242
88_1846	10	0.33152173913043476
886_1825	10	0.12573099415204678
89_1846	10	0.3055555555555556
898_1824	10	0.0030303030303030303
9_1840	10	0.14878048780487804
90_1846	10	0.025
91_1847	10	0.2444933920704846
911_1831	10	0.01953125
9161_1831	10	0.05803571428571429
92_1847	10	0.03070175438596491
93_1847	10	0.0794392523364486
939-1_1824	10	0.17123287671232876
939-2_1824	10	0.26282051282051283
939-3_1824	10	0.13636363636363635
94_1847	10	0.04591836734693878
946_1825	10	0.08518518518518518
95_1847	10	0.1043956043956044
96-1_1847	10	0.0641025641025641
96-2_1847	10	0.24316939890710382
97_1847	10	0.011904761904761904
975_1827	10	0.2923728813559322
98_1847	10	0.6291666666666667
99_1847	10	0.3231707317073171
1_1840	11	0.0037313432835820895
10_1840	11	0.09740259740259741
100_1847	11	0.0017543859649122807
101_1847	11	0.013513513513513514
102-1_1847	11	0.02252252252252252
102-2_1847	11	0.0029239766081871343
1027-1_1829	11	0.10714285714285714
103_1848	11	0.02894736842105263
104-1_1848	11	0.00974025974025974
104-2_1848	11	0.06958762886597938
105_1848	11	0.01282051282051282
106_1841	11	0.11241610738255034
107_1850	11	0.010416666666666666
108_1850	11	0.006756756756756757
109_1843	11	0.026041666666666668
11_1840	11	0.003787878787878788
110_1850	11	0.003246753246753247
111_1846	11	0.06932773109243698
11192_1829	11	0.040229885057471264
112_1850	11	0.004273504273504274
113_1847	11	0.03723404255319149
114_1842	11	0.021739130434782608
115_1843	11	0.10887096774193548
1155_1835	11	0.01020408163265306
1156_1835	11	0.01282051282051282
116_1850	11	0.004032258064516129
1169_1826	11	0.4426751592356688
117_1850	11	0.007142857142857143
118_1843	11	0.07608695652173914
119_1850	11	0.022058823529411766
11906_1830	11	0.12237762237762238
11994-1_1831	11	0.2708333333333333
12_1840	11	0.005
120_1850	11	0.23134328358208955
121_1850	11	0.0024752475247524753
122_1840	11	0.005376344086021506
123_1840	11	0.00641025641025641
12386_1820	11	0.084
124_1840	11	0.0024752475247524753
12447-1_1822	11	0.11666666666666667
12447-2_1822	11	0.005434782608695652
12447-3_1822	11	0.21910112359550563
12499_1824	11	0.26639344262295084
12529_1824	11	0.31699346405228757
12563-1_1825	11	0.008064516129032258
12563-2_1825	11	0.036231884057971016
12563-3_1825	11	0.007692307692307693
126_1840	11	0.04583333333333333
12692_1827	11	0.029661016949152543
127_1840	11	0.06428571428571428
12723-1_1828	11	0.007246376811594203
12726_1828	11	0.01020408163265306
12738_1828	11	0.2391304347826087
12761-1_1829	11	0.13970588235294118
128_1840	11	0.002857142857142857
12814-1_1830	11	0.006172839506172839
12865-1_1833	11	0.007042253521126761
12865-2_1833	11	0.006097560975609756
12865-3_1833	11	0.032467532467532464
12871_1833	11	0.0024752475247524753
12872-1_1833	11	0.08208955223880597
12887-1_1834	11	0.00847457627118644
12891-1_1834	11	0.01744186046511628
12894-1_1834	11	0.005555555555555556
12897-1_1834	11	0.006172839506172839
12897-2_1834	11	0.0056179775280898875
12897-3_1834	11	0.041666666666666664
12898-1_1834	11	0.018072289156626505
12899_1834	11	0.0472972972972973
129_1841	11	0.05803571428571429
12908-1_1835	11	0.13934426229508196
12908-2_1835	11	0.12096774193548387
12908-3_1835	11	0.02112676056338028
13_1840	11	0.016826923076923076
130_1841	11	0.005952380952380952
131_1841	11	0.1956521739130435
132_1841	11	0.11176470588235295
133_1841	11	0.01875
134_1841	11	0.006329113924050633
135_1841	11	0.007575757575757576
136_1841	11	0.0049504950495049506
137_1841	11	0.005434782608695652
138_1841	11	0.0412621359223301
139_1841	11	0.002008032128514056
14_1840	11	0.1592741935483871
140_1841	11	0.11805555555555555
141_1841	11	0.13524590163934427
142-1_1841	11	0.003968253968253968
142-2_1841	11	0.0033112582781456954
143_1841	11	0.20357142857142857
144_1841	11	0.013513513513513514
145_1842	11	0.00641025641025641
147_1842	11	0.013513513513513514
148_1842	11	0.006578947368421052
149-1_1842	11	0.14423076923076922
149-2_1842	11	0.03873239436619718
149-3_1842	11	0.08169934640522876
149-4_1842	11	0.10975609756097561
15_1840	11	0.05
150_1842	11	0.004672897196261682
15038_1829	11	0.08015267175572519
15044_1829	11	0.01282051282051282
15058_1830	11	0.07575757575757576
15087_1835	11	0.07222222222222222
151_1842	11	0.02956989247311828
152_1843	11	0.017045454545454544
153_1844	11	0.018229166666666668
154_1844	11	0.052752293577981654
156_1845	11	0.007575757575757576
157_1847	11	0.05737704918032787
158_1847	11	0.04838709677419355
16_1840	11	0.04330708661417323
160_1848	11	0.06686046511627906
162_1849	11	0.006355932203389831
163_1849	11	0.08870967741935484
164_1850	11	0.0017301038062283738
165_1840	11	0.02616279069767442
166_1840	11	0.004032258064516129
167_1840	11	0.2028301886792453
16732-1_1824	11	0.07051282051282051
16733_1824	11	0.005154639175257732
168-1_1840	11	0.003472222222222222
168-2_1840	11	0.15625
169_1840	11	0.028925619834710745
17_1840	11	0.052884615384615384
173_1841	11	0.005555555555555556
174_1842	11	0.0049504950495049506
175_1842	11	0.035326086956521736
17543_1816	11	0.19135802469135801
176_1842	11	0.05725190839694656
177-1_1843	11	0.1948529411764706
177-2_1843	11	0.023026315789473683
177-3_1843	11	0.02710843373493976
17714_1831	11	0.02027027027027027
17740_1836	11	0.010869565217391304
178_1843	11	0.008333333333333333
17827-1_1808	11	0.020833333333333332
17827-2_1808	11	0.01764705882352941
17827-3_1808	11	0.006172839506172839
17827-4_1808	11	0.34415584415584416
17827-5_1808	11	0.00625
17828-1_1809	11	0.09285714285714286
17828-2_1809	11	0.35
17828-3_1809	11	0.24305555555555555
17829-1_1812	11	0.1875
17829-2_1812	11	0.007936507936507936
17829-3_1812	11	0.1619718309859155
17830-1_1813	11	0.006493506493506494
17830-2_1813	11	0.25
17830-3_1813	11	0.3106060606060606
17831-1_1812	11	0.13768115942028986
17831-2_1812	11	0.008064516129032258
17831-3_1812	11	0.006944444444444444
17831-4_1812	11	0.022727272727272728
17831-5_1812	11	0.0546875
17832-1_1813	11	0.1
17832-2_1813	11	0.29651162790697677
17832-3_1813	11	0.44375
17833-1_1814	11	0.16463414634146342
17833-2_1814	11	0.2037037037037037
17833-3_1814	11	0.0058823529411764705
17834-1_1814	11	0.005208333333333333
17834-2_1814	11	0.2848101265822785
17834-3_1814	11	0.3160919540229885
17835-1_1814	11	0.025
17835-2_1814	11	0.1810344827586207
17835-3_1814	11	0.02586206896551724
17835-4_1814	11	0.009259259259259259
17835-5_1814	11	0.013888888888888888
17836-1_1814	11	0.016129032258064516
17836-2_1814	11	0.1419753086419753
17836-3_1814	11	0.06962025316455696
17837-1_1814	11	0.14383561643835616
17837-2_1814	11	0.4807692307692308
17837-3_1814	11	0.021739130434782608
17837-4_1814	11	0.19852941176470587
17837-5_1814	11	0.0546875
17838-1_1814	11	0.00684931506849315
17838-2_1814	11	0.02027027027027027
17838-3_1814	11	0.006944444444444444
17838-4_1814	11	0.007462686567164179
17838-5_1814	11	0.021739130434782608
17842-1_1818	11	0.0078125
17843_1818	11	0.03763440860215054
17844_1818	11	0.004032258064516129
17845-1_1818	11	0.23369565217391305
17845-2_1818	11	0.36627906976744184
17845-3_1818	11	0.12777777777777777
17846-1_1819	11	0.008064516129032258
17846-2_1819	11	0.058333333333333334
17846-3_1819	11	0.09482758620689655
17847_1816	11	0.009615384615384616
17848_1816	11	0.00641025641025641
17849_1816	11	0.01838235294117647
17850-1_1822	11	0.027777777777777776
17850-2_1822	11	0.026595744680851064
17850-3_1822	11	0.040697674418604654
17851-1_1828	11	0.3375
17851-2_1828	11	0.23484848484848486
17851-3_1828	11	0.4090909090909091
17853-1_1831	11	0.25
17854-1_1831	11	0.47183098591549294
17854-2_1831	11	0.08904109589041095
17854-3_1831	11	0.014285714285714285
17855-1_1831	11	0.22289156626506024
17855-2_1831	11	0.1206896551724138
17855-3_1831	11	0.09259259259259259
17856-1_1831	11	0.016853932584269662
17857-1_1831	11	0.23846153846153847
17858-1_1831	11	0.29
17858-2_1831	11	0.007352941176470588
17858-3_1831	11	0.2887323943661972
17858-4_1831	11	0.006756756756756757
17858-5_1831	11	0.035211267605633804
17859-1_1831	11	0.23026315789473684
17859-2_1831	11	0.08522727272727272
17859-3_1831	11	0.016129032258064516
17859-4_1831	11	0.6686746987951807
17859-5_1831	11	0.44623655913978494
17860-1_1831	11	0.5060975609756098
17860-2_1831	11	0.22527472527472528
17860-3_1831	11	0.2529411764705882
17861-1_1832	11	0.06875
17861-2_1832	11	0.12142857142857143
17861-3_1832	11	0.006944444444444444
17861-4_1832	11	0.30714285714285716
17861-5_1832	11	0.017857142857142856
17862-1_1832	11	0.2088607594936709
17863-1_1832	11	0.06692913385826772
17864_1832	11	0.0035211267605633804
17865-1_1832	11	0.34415584415584416
17866_1833	11	0.06907894736842106
17867-1_1833	11	0.19594594594594594
17867-2_1833	11	0.39855072463768115
17867-3_1833	11	0.2867647058823529
17867-4_1833	11	0.2635135135135135
17867-5_1833	11	0.14615384615384616
18_1840	11	0.03424657534246575
180_1844	11	0.03125
182-1_1844	11	0.004
182-2_1844	11	0.02032520325203252
182-3_1844	11	0.020833333333333332
182-4_1844	11	0.13636363636363635
182-5_1844	11	0.052845528455284556
182-6_1844	11	0.004098360655737705
182-7_1844	11	0.004
182-8_1844	11	0.12589928057553956
183_1844	11	0.030612244897959183
184_1845	11	0.007142857142857143
189_1846	11	0.14661654135338345
19_1840	11	0.019444444444444445
190_1846	11	0.23620689655172414
191_1846	11	0.002304147465437788
192_1846	11	0.02717391304347826
193_1848	11	0.006172839506172839
195_1848	11	0.06756756756756757
196_1848	11	0.005
197-1_1848	11	0.0037313432835820895
197-2_1848	11	0.010330578512396695
198_1848	11	0.002304147465437788
199_1850	11	0.004032258064516129
2_1840	11	0.1323529411764706
200_1850	11	0.07075471698113207
201_1850	11	0.002824858757062147
202_1850	11	0.03982300884955752
204_1846	11	0.0018315018315018315
205-1_1840	11	0.048507462686567165
205-2_1840	11	0.1814814814814815
205-3_1840	11	0.010714285714285714
205-4_1840	11	0.2696969696969697
206_1841	11	0.031609195402298854
207-1_1849	11	0.27873563218390807
207-2_1849	11	0.2585616438356164
208_1849	11	0.020569620253164556
209_1849	11	0.10180995475113122
21_1840	11	0.006666666666666667
210_1849	11	0.0025252525252525255
211_1846	11	0.0018587360594795538
212_1847	11	0.00390625
214_1827	11	0.012096774193548387
215_1832	11	0.018518518518518517
216_1835	11	0.0859375
217_1821	11	0.07075471698113207
218_1825	11	0.016556291390728478
219-1_1838	11	0.009868421052631578
219-2_1838	11	0.0017730496453900709
220_1831	11	0.09663865546218488
221-1_1838	11	0.14444444444444443
221-2_1838	11	0.06115107913669065
222_1839	11	0.004464285714285714
223_1829	11	0.5058139534883721
224_1831	11	0.04216867469879518
225-1_1838	11	0.2952755905511811
225-2_1838	11	0.4511494252873563
226_1834	11	0.005319148936170213
227_1835	11	0.0018587360594795538
228_1838	11	0.0036496350364963502
229_1839	11	0.028
23_1840	11	0.04038461538461539
230-1_1827	11	0.0035971223021582736
230-2_1827	11	0.027131782945736434
230-3_1827	11	0.0037313432835820895
230-4_1827	11	0.0036231884057971015
230-5_1827	11	0.02413793103448276
230-6_1827	11	0.0035714285714285713
230-7_1827	11	0.25
230-8_1827	11	0.0022222222222222222
231_1838	11	0.04891304347826087
232_1826	11	0.0025380710659898475
233_1825	11	0.006172839506172839
235-1_1834	11	0.016666666666666666
235-2_1834	11	0.01627906976744186
236-1_1830	11	0.002890173410404624
236-2_1830	11	0.0015923566878980893
237_1835	11	0.19836065573770492
238-1_1833	11	0.042483660130718956
238-2_1833	11	0.027607361963190184
238-3_1833	11	0.0732484076433121
238-4_1833	11	0.07
238-5_1833	11	0.029880478087649404
239_1835	11	0.040625
24-1_1840	11	0.011363636363636364
24-2_1840	11	0.0860655737704918
24-3_1840	11	0.0036231884057971015
24-4_1840	11	0.0037593984962406013
24-5_1840	11	0.06204379562043796
24-6_1840	11	0.04782608695652174
24-7_1840	11	0.016355140186915886
240_1830	11	0.005319148936170213
241_1835	11	0.05821917808219178
242_1830	11	0.004901960784313725
243-1_1831	11	0.10277777777777777
243-2_1831	11	0.1722560975609756
244-1_1828	11	0.412
244-2_1828	11	0.43788819875776397
245_1834	11	0.025490196078431372
246_1836	11	0.22826086956521738
247_1829	11	0.06818181818181818
248-1_1833	11	0.004347826086956522
248-2_1833	11	0.025179856115107913
248-3_1833	11	0.025547445255474453
248-4_1833	11	0.0037593984962406013
248-5_1833	11	0.051075268817204304
249_1828	11	0.005813953488372093
25_1841	11	0.020833333333333332
250_1832	11	0.004347826086956522
251_1839	11	0.2421875
252_1834	11	0.036290322580645164
253_1839	11	0.40217391304347827
254_1835	11	0.1375
255_1835	11	0.004273504273504274
256_1835	11	0.0056179775280898875
257_1838	11	0.028455284552845527
258_1838	11	0.10714285714285714
259_1834	11	0.005319148936170213
26_1841	11	0.016339869281045753
260_1835	11	0.04838709677419355
261_1832	11	0.1715686274509804
262_1833	11	0.007692307692307693
263_1836	11	0.10317460317460317
264_1835	11	0.0033783783783783786
265_1834	11	0.18197278911564627
266-1_1834	11	0.010067114093959731
266-2_1834	11	0.002717391304347826
267_1830	11	0.011811023622047244
269_1827	11	0.2733333333333333
270_1829	11	0.0038461538461538464
271-1_1833	11	0.017123287671232876
271-2_1833	11	0.0546875
272_1839	11	0.05172413793103448
273-1_1838	11	0.05952380952380952
273-2_1838	11	0.15467625899280577
273-3_1838	11	0.00390625
273-4_1838	11	0.002232142857142857
274_1837	11	0.18829113924050633
275_1839	11	0.006550218340611353
276-1_1825	11	0.28125
276-2_1825	11	0.010869565217391304
276-3_1825	11	0.125531914893617
278_1827	11	0.010245901639344262
279_1827	11	0.11641221374045801
28_1841	11	0.014705882352941176
280_1839	11	0.026470588235294117
281-1_1828	11	0.005319148936170213
281-2_1828	11	0.004
282-1_1828	11	0.024271844660194174
282-2_1828	11	0.013043478260869565
282-3_1828	11	0.021929824561403508
282-4_1828	11	0.04455445544554455
282-5_1828	11	0.008620689655172414
29_1841	11	0.01838235294117647
3_1840	11	0.019083969465648856
30_1841	11	0.007042253521126761
31-1_1841	11	0.00273224043715847
31-2_1841	11	0.020833333333333332
32_1841	11	0.038461538461538464
33_1841	11	0.006944444444444444
34_1841	11	0.010067114093959731
3463_1824	11	0.23793103448275862
35_1841	11	0.0035971223021582736
36-1_1841	11	0.08522727272727272
36-2_1841	11	0.12650602409638553
36-3_1841	11	0.016483516483516484
36-4_1841	11	0.1686046511627907
36-5_1841	11	0.08152173913043478
36-6_1841	11	0.00390625
3788_1820	11	0.14948453608247422
38_1840	11	0.003205128205128205
39-1_1841	11	0.02616279069767442
39-2_1841	11	0.09070796460176991
4_1840	11	0.004464285714285714
41_1841	11	0.003937007874015748
42_1842	11	0.03672316384180791
43_1842	11	0.0035714285714285713
44_1842	11	0.16489361702127658
4475_1830	11	0.00641025641025641
4478_1830	11	0.015151515151515152
4483_1835	11	0.09119496855345911
4489_1835	11	0.02459016393442623
45_1842	11	0.020833333333333332
47_1842	11	0.10227272727272728
48_1842	11	0.18345323741007194
49_1842	11	0.04304635761589404
5_1840	11	0.001694915254237288
50_1842	11	0.02830188679245283
