document	topic	gamma
135_1841	4	0.007575757575757576
136_1841	4	0.0049504950495049506
137_1841	4	0.005434782608695652
138_1841	4	0.08980582524271845
139_1841	4	0.002008032128514056
14_1840	4	0.19153225806451613
140_1841	4	0.0763888888888889
141_1841	4	0.004098360655737705
142-1_1841	4	0.2261904761904762
142-2_1841	4	0.023178807947019868
143_1841	4	0.0035714285714285713
144_1841	4	0.0045045045045045045
145_1842	4	0.04487179487179487
147_1842	4	0.44594594594594594
148_1842	4	0.006578947368421052
149-1_1842	4	0.009615384615384616
149-2_1842	4	0.0035211267605633804
149-3_1842	4	0.0032679738562091504
149-4_1842	4	0.005226480836236934
15_1840	4	0.016666666666666666
150_1842	4	0.02336448598130841
15038_1829	4	0.011450381679389313
15044_1829	4	0.01282051282051282
15058_1830	4	0.16666666666666666
15087_1835	4	0.03888888888888889
151_1842	4	0.21774193548387097
152_1843	4	0.017045454545454544
153_1844	4	0.049479166666666664
154_1844	4	0.13990825688073394
156_1845	4	0.06818181818181818
157_1847	4	0.02459016393442623
158_1847	4	0.18387096774193548
16_1840	4	0.003937007874015748
160_1848	4	0.014534883720930232
162_1849	4	0.02754237288135593
163_1849	4	0.04032258064516129
164_1850	4	0.012110726643598616
165_1840	4	0.0029069767441860465
166_1840	4	0.06048387096774194
167_1840	4	0.19339622641509435
16732-1_1824	4	0.019230769230769232
16733_1824	4	0.02577319587628866
168-1_1840	4	0.024305555555555556
168-2_1840	4	0.040865384615384616
169_1840	4	0.028925619834710745
17_1840	4	0.3573717948717949
173_1841	4	0.07222222222222222
174_1842	4	0.15346534653465346
175_1842	4	0.051630434782608696
17543_1816	4	0.006172839506172839
176_1842	4	0.003816793893129771
177-1_1843	4	0.011029411764705883
177-2_1843	4	0.003289473684210526
177-3_1843	4	0.07530120481927711
17714_1831	4	0.006756756756756757
17740_1836	4	0.14130434782608695
178_1843	4	0.025
17827-1_1808	4	0.13194444444444445
17827-2_1808	4	0.27647058823529413
17827-3_1808	4	0.16666666666666666
17827-4_1808	4	0.01948051948051948
17827-5_1808	4	0.14375
17828-1_1809	4	0.007142857142857143
17828-2_1809	4	0.05
17828-3_1809	4	0.006944444444444444
17829-1_1812	4	0.0375
17829-2_1812	4	0.007936507936507936
17829-3_1812	4	0.007042253521126761
17830-1_1813	4	0.045454545454545456
17830-2_1813	4	0.06578947368421052
17830-3_1813	4	0.09848484848484848
17831-1_1812	4	0.34057971014492755
17831-2_1812	4	0.13709677419354838
17831-3_1812	4	0.5486111111111112
17831-4_1812	4	0.11363636363636363
17831-5_1812	4	0.0546875
17832-1_1813	4	0.03333333333333333
17832-2_1813	4	0.040697674418604654
17832-3_1813	4	0.01875
17833-1_1814	4	0.018292682926829267
17833-2_1814	4	0.018518518518518517
17833-3_1814	4	0.052941176470588235
17834-1_1814	4	0.005208333333333333
17834-2_1814	4	0.0189873417721519
17834-3_1814	4	0.028735632183908046
17835-1_1814	4	0.008333333333333333
17835-2_1814	4	0.008620689655172414
17835-3_1814	4	0.008620689655172414
17835-4_1814	4	0.009259259259259259
17835-5_1814	4	0.013888888888888888
17836-1_1814	4	0.016129032258064516
17836-2_1814	4	0.018518518518518517
17836-3_1814	4	0.03164556962025317
17837-1_1814	4	0.15753424657534246
17837-2_1814	4	0.019230769230769232
17837-3_1814	4	0.007246376811594203
17837-4_1814	4	0.21323529411764705
17837-5_1814	4	0.0078125
17838-1_1814	4	0.00684931506849315
17838-2_1814	4	0.006756756756756757
17838-3_1814	4	0.006944444444444444
17838-4_1814	4	0.007462686567164179
17838-5_1814	4	0.050724637681159424
17842-1_1818	4	0.0078125
17843_1818	4	0.005376344086021506
17844_1818	4	0.17338709677419356
17845-1_1818	4	0.016304347826086956
17845-2_1818	4	0.0872093023255814
17845-3_1818	4	0.1388888888888889
17846-1_1819	4	0.008064516129032258
17846-2_1819	4	0.008333333333333333
17846-3_1819	4	0.008620689655172414
17847_1816	4	0.49038461538461536
17848_1816	4	0.00641025641025641
17849_1816	4	0.15073529411764705
17850-1_1822	4	0.2611111111111111
17850-2_1822	4	0.015957446808510637
17850-3_1822	4	0.040697674418604654
17851-1_1828	4	0.0375
17851-2_1828	4	0.007575757575757576
17851-3_1828	4	0.006493506493506494
17853-1_1831	4	0.060810810810810814
17854-1_1831	4	0.007042253521126761
17854-2_1831	4	0.00684931506849315
17854-3_1831	4	0.07142857142857142
17855-1_1831	4	0.006024096385542169
17855-2_1831	4	0.005747126436781609
17855-3_1831	4	0.006172839506172839
17856-1_1831	4	0.11797752808988764
17857-1_1831	4	0.007692307692307693
17858-1_1831	4	0.19
17858-2_1831	4	0.25735294117647056
17858-3_1831	4	0.007042253521126761
17858-4_1831	4	0.23648648648648649
17858-5_1831	4	0.3028169014084507
17859-1_1831	4	0.006578947368421052
17859-2_1831	4	0.028409090909090908
17859-3_1831	4	0.04838709677419355
17859-4_1831	4	0.018072289156626505
17859-5_1831	4	0.0913978494623656
17860-1_1831	4	0.2621951219512195
17860-2_1831	4	0.027472527472527472
17860-3_1831	4	0.3
17861-1_1832	4	0.08125
17861-2_1832	4	0.07857142857142857
17861-3_1832	4	0.2013888888888889
17861-4_1832	4	0.16428571428571428
17861-5_1832	4	0.17261904761904762
17862-1_1832	4	0.14556962025316456
17863-1_1832	4	0.43700787401574803
17864_1832	4	0.0035211267605633804
17865-1_1832	4	0.045454545454545456
17866_1833	4	0.06907894736842106
17867-1_1833	4	0.033783783783783786
17867-2_1833	4	0.021739130434782608
17867-3_1833	4	0.03676470588235294
17867-4_1833	4	0.02027027027027027
17867-5_1833	4	0.25384615384615383
18_1840	4	0.00684931506849315
180_1844	4	0.010416666666666666
182-1_1844	4	0.012
182-2_1844	4	0.028455284552845527
182-3_1844	4	0.0625
182-4_1844	4	0.11983471074380166
182-5_1844	4	0.08536585365853659
182-6_1844	4	0.004098360655737705
182-7_1844	4	0.012
182-8_1844	4	0.0035971223021582736
183_1844	4	0.01020408163265306
184_1845	4	0.007142857142857143
189_1846	4	0.09398496240601503
19_1840	4	0.08055555555555556
190_1846	4	0.032758620689655175
191_1846	4	0.016129032258064516
192_1846	4	0.059782608695652176
193_1848	4	0.006172839506172839
195_1848	4	0.06756756756756757
196_1848	4	0.025
197-1_1848	4	0.011194029850746268
197-2_1848	4	0.006198347107438017
198_1848	4	0.002304147465437788
199_1850	4	0.004032258064516129
2_1840	4	0.014705882352941176
200_1850	4	0.0047169811320754715
201_1850	4	0.002824858757062147
202_1850	4	0.022123893805309734
204_1846	4	0.009157509157509158
205-1_1840	4	0.13059701492537312
205-2_1840	4	0.003703703703703704
205-3_1840	4	0.0035714285714285713
205-4_1840	4	0.0030303030303030303
206_1841	4	0.0028735632183908046
207-1_1849	4	0.03735632183908046
207-2_1849	4	0.005136986301369863
208_1849	4	0.09651898734177215
209_1849	4	0.25565610859728505
21_1840	4	0.18
210_1849	4	0.0025252525252525255
211_1846	4	0.00929368029739777
212_1847	4	0.01171875
214_1827	4	0.012096774193548387
215_1832	4	0.030864197530864196
216_1835	4	0.0026041666666666665
217_1821	4	0.0047169811320754715
218_1825	4	0.0033112582781456954
219-1_1838	4	0.023026315789473683
219-2_1838	4	0.06560283687943262
220_1831	4	0.004201680672268907
221-1_1838	4	0.040740740740740744
221-2_1838	4	0.01079136690647482
222_1839	4	0.022321428571428572
223_1829	4	0.05232558139534884
224_1831	4	0.018072289156626505
225-1_1838	4	0.051181102362204724
225-2_1838	4	0.014367816091954023
226_1834	4	0.005319148936170213
227_1835	4	0.0018587360594795538
228_1838	4	0.15693430656934307
229_1839	4	0.076
23_1840	4	0.009615384615384616
230-1_1827	4	0.06115107913669065
230-2_1827	4	0.003875968992248062
230-3_1827	4	0.033582089552238806
230-4_1827	4	0.0036231884057971015
230-5_1827	4	0.010344827586206896
230-6_1827	4	0.0035714285714285713
230-7_1827	4	0.0036231884057971015
230-8_1827	4	0.006666666666666667
231_1838	4	0.0018115942028985507
232_1826	4	0.2512690355329949
233_1825	4	0.06790123456790123
235-1_1834	4	0.016666666666666666
235-2_1834	4	0.044186046511627906
236-1_1830	4	0.002890173410404624
236-2_1830	4	0.052547770700636945
237_1835	4	0.011475409836065573
238-1_1833	4	0.049019607843137254
238-2_1833	4	0.0705521472392638
238-3_1833	4	0.23885350318471338
238-4_1833	4	0.07
238-5_1833	4	0.1294820717131474
239_1835	4	0.003125
24-1_1840	4	0.041666666666666664
24-2_1840	4	0.012295081967213115
24-3_1840	4	0.3007246376811594
24-4_1840	4	0.06390977443609022
24-5_1840	4	0.0036496350364963502
24-6_1840	4	0.004347826086956522
24-7_1840	4	0.007009345794392523
240_1830	4	0.005319148936170213
241_1835	4	0.023972602739726026
242_1830	4	0.014705882352941176
243-1_1831	4	0.075
243-2_1831	4	0.12042682926829268
244-1_1828	4	0.004
244-2_1828	4	0.003105590062111801
245_1834	4	0.01764705882352941
246_1836	4	0.015217391304347827
247_1829	4	0.38636363636363635
248-1_1833	4	0.004347826086956522
248-2_1833	4	0.01079136690647482
248-3_1833	4	0.01824817518248175
248-4_1833	4	0.07894736842105263
248-5_1833	4	0.002688172043010753
249_1828	4	0.20348837209302326
25_1841	4	0.006944444444444444
250_1832	4	0.0391304347826087
251_1839	4	0.0390625
252_1834	4	0.5766129032258065
253_1839	4	0.04710144927536232
254_1835	4	0.0325
255_1835	4	0.6965811965811965
256_1835	4	0.10674157303370786
257_1838	4	0.028455284552845527
258_1838	4	0.0018796992481203006
259_1834	4	0.015957446808510637
26_1841	4	0.06862745098039216
260_1835	4	0.016129032258064516
261_1832	4	0.004901960784313725
262_1833	4	0.2948717948717949
263_1836	4	0.11375661375661375
264_1835	4	0.0033783783783783786
265_1834	4	0.0017006802721088435
266-1_1834	4	0.003355704697986577
266-2_1834	4	0.008152173913043478
267_1830	4	0.027559055118110236
269_1827	4	0.08666666666666667
270_1829	4	0.0038461538461538464
271-1_1833	4	0.003424657534246575
271-2_1833	4	0.059895833333333336
272_1839	4	0.017241379310344827
273-1_1838	4	0.04365079365079365
273-2_1838	4	0.10431654676258993
273-3_1838	4	0.21484375
273-4_1838	4	0.19419642857142858
274_1837	4	0.0015822784810126582
275_1839	4	0.024017467248908297
276-1_1825	4	0.003472222222222222
276-2_1825	4	0.025362318840579712
276-3_1825	4	0.027659574468085105
278_1827	4	0.33401639344262296
279_1827	4	0.0019083969465648854
28_1841	4	0.024509803921568627
280_1839	4	0.020588235294117647
281-1_1828	4	0.005319148936170213
281-2_1828	4	0.044
282-1_1828	4	0.0048543689320388345
282-2_1828	4	0.004347826086956522
282-3_1828	4	0.0043859649122807015
282-4_1828	4	0.0049504950495049506
282-5_1828	4	0.0028735632183908046
29_1841	4	0.4889705882352941
3_1840	4	0.05725190839694656
30_1841	4	0.007042253521126761
31-1_1841	4	0.05737704918032787
31-2_1841	4	0.001893939393939394
32_1841	4	0.021367521367521368
33_1841	4	0.034722222222222224
34_1841	4	0.016778523489932886
3463_1824	4	0.0034482758620689655
35_1841	4	0.01079136690647482
36-1_1841	4	0.005681818181818182
36-2_1841	4	0.04216867469879518
36-3_1841	4	0.005494505494505495
36-4_1841	4	0.01744186046511628
36-5_1841	4	0.016304347826086956
36-6_1841	4	0.01171875
3788_1820	4	0.02577319587628866
38_1840	4	0.003205128205128205
39-1_1841	4	0.24709302325581395
39-2_1841	4	0.2323008849557522
4_1840	4	0.5133928571428571
41_1841	4	0.011811023622047244
42_1842	4	0.4717514124293785
43_1842	4	0.0035714285714285713
44_1842	4	0.005319148936170213
4475_1830	4	0.00641025641025641
4478_1830	4	0.03333333333333333
4483_1835	4	0.02830188679245283
4489_1835	4	0.00819672131147541
45_1842	4	0.004166666666666667
47_1842	4	0.011363636363636364
48_1842	4	0.08273381294964029
49_1842	4	0.009933774834437087
5_1840	4	0.12033898305084746
50_1842	4	0.02830188679245283
506-1_1832	4	0.015151515151515152
51_1842	4	0.08636363636363636
52_1842	4	0.026785714285714284
53-1_1842	4	0.07451923076923077
53-2_1842	4	0.05172413793103448
53-3_1842	4	0.006224066390041493
53-4_1842	4	0.13166666666666665
54-1_1842	4	0.22183098591549297
54-2_1842	4	0.09845559845559845
55_1842	4	0.22348484848484848
56_1842	4	0.19306930693069307
57_1842	4	0.023076923076923078
58_1843	4	0.004464285714285714
5855-1_1825	4	0.007042253521126761
59_1843	4	0.35377358490566035
6_1840	4	0.11585365853658537
60_1843	4	0.004761904761904762
61_1843	4	0.004
63-1_1843	4	0.08064516129032258
63-2_1843	4	0.0701219512195122
63-3_1843	4	0.003401360544217687
63-4_1843	4	0.0024875621890547263
64_1844	4	0.003676470588235294
65_1844	4	0.027607361963190184
66_1844	4	0.013966480446927373
67_1844	4	0.018292682926829267
6782-1_1814	4	0.08783783783783784
6782-2_1814	4	0.019736842105263157
6782-3_1814	4	0.08333333333333333
6783-1_1815	4	0.00684931506849315
6783-2_1815	4	0.006756756756756757
6783-3_1815	4	0.021739130434782608
68_1843	4	0.14772727272727273
6807-1_1828	4	0.005154639175257732
6807-2_1828	4	0.1043956043956044
6807-3_1828	4	0.038461538461538464
6816-1_1814	4	0.020833333333333332
6817-1_1816	4	0.24025974025974026
6817-2_1816	4	0.11728395061728394
6817-3_1816	4	0.15
6817-4_1816	4	0.40131578947368424
6817-5_1816	4	0.030864197530864196
6818_1817	4	0.005555555555555556
69_1843	4	0.003355704697986577
6953-1_1838	4	0.04929577464788732
7_1840	4	0.17032967032967034
70_1844	4	0.003424657534246575
7028-1_1827	4	0.006756756756756757
71-1_1844	4	0.030201342281879196
71-2_1844	4	0.01056338028169014
71-3_1844	4	0.01715686274509804
7192_1836	4	0.008152173913043478
72_1844	4	0.002577319587628866
7200-1_1825	4	0.04929577464788732
73_1845	4	0.012195121951219513
74_1845	4	0.04411764705882353
746_1824	4	0.08940397350993377
7482_1825	4	0.21808510638297873
75_1845	4	0.46923076923076923
7562_1829	4	0.109375
7563_1829	4	0.007042253521126761
7564_1829	4	0.008333333333333333
7573_1829	4	0.07024793388429752
7599-1_1830	4	0.048672566371681415
76_1841	4	0.0033333333333333335
7622_1830	4	0.004761904761904762
7653_1830	4	0.07738095238095238
7655_1830	4	0.16037735849056603
77-1_1845	4	0.009316770186335404
77-2_1845	4	0.007317073170731708
7747-1_1831	4	0.20714285714285716
7774_1832	4	0.0371900826446281
78_1845	4	0.075
7817_1832	4	0.004629629629629629
7819_1832	4	0.003355704697986577
79_1845	4	0.4880952380952381
7915-1_1835	4	0.005952380952380952
8_1840	4	0.31512605042016806
80-1_1845	4	0.02108433734939759
80-2_1845	4	0.025139664804469275
81_1845	4	0.014792899408284023
82-1_1846	4	0.04744525547445255
82-2_1846	4	0.06862745098039216
83_1846	4	0.021739130434782608
84_1846	4	0.010638297872340425
85_1846	4	0.0125
86_1846	4	0.005208333333333333
87_1846	4	0.0875
877-1_1822	4	0.12637362637362637
88_1846	4	0.016304347826086956
886_1825	4	0.07894736842105263
89_1846	4	0.027777777777777776
898_1824	4	0.00909090909090909
9_1840	4	0.07073170731707316
90_1846	4	0.2392857142857143
91_1847	4	0.1960352422907489
911_1831	4	0.00390625
9161_1831	4	0.022321428571428572
92_1847	4	0.0043859649122807015
93_1847	4	0.014018691588785047
939-1_1824	4	0.11643835616438356
939-2_1824	4	0.1346153846153846
939-3_1824	4	0.01948051948051948
94_1847	4	0.015306122448979591
946_1825	4	0.025925925925925925
95_1847	4	0.13736263736263737
96-1_1847	4	0.18376068376068377
96-2_1847	4	0.25956284153005466
97_1847	4	0.05952380952380952
975_1827	4	0.012711864406779662
98_1847	4	0.12916666666666668
99_1847	4	0.006097560975609756
1_1840	5	0.0037313432835820895
10_1840	5	0.006493506493506494
100_1847	5	0.012280701754385965
101_1847	5	0.04954954954954955
102-1_1847	5	0.07657657657657657
102-2_1847	5	0.049707602339181284
1027-1_1829	5	0.20714285714285716
103_1848	5	0.007894736842105263
104-1_1848	5	0.016233766233766232
104-2_1848	5	0.08505154639175258
105_1848	5	0.01282051282051282
106_1841	5	0.10906040268456375
107_1850	5	0.052083333333333336
108_1850	5	0.41216216216216217
109_1843	5	0.171875
11_1840	5	0.041666666666666664
110_1850	5	0.00974025974025974
111_1846	5	0.0861344537815126
11192_1829	5	0.005747126436781609
112_1850	5	0.31196581196581197
113_1847	5	0.0797872340425532
114_1842	5	0.007246376811594203
115_1843	5	0.15725806451612903
1155_1835	5	0.023809523809523808
1156_1835	5	0.004273504273504274
116_1850	5	0.012096774193548387
1169_1826	5	0.15605095541401273
117_1850	5	0.06428571428571428
118_1843	5	0.3804347826086957
119_1850	5	0.051470588235294115
11906_1830	5	0.05244755244755245
11994-1_1831	5	0.11805555555555555
12_1840	5	0.055
120_1850	5	0.007462686567164179
121_1850	5	0.022277227722772276
122_1840	5	0.005376344086021506
123_1840	5	0.08333333333333333
12386_1820	5	0.02
124_1840	5	0.0024752475247524753
12447-1_1822	5	0.07222222222222222
12447-2_1822	5	0.005434782608695652
12447-3_1822	5	0.07303370786516854
12499_1824	5	0.24180327868852458
12529_1824	5	0.09477124183006536
12563-1_1825	5	0.008064516129032258
12563-2_1825	5	0.007246376811594203
12563-3_1825	5	0.038461538461538464
126_1840	5	0.0625
12692_1827	5	0.00423728813559322
127_1840	5	0.09761904761904762
12723-1_1828	5	0.021739130434782608
12726_1828	5	0.01020408163265306
12738_1828	5	0.013043478260869565
12761-1_1829	5	0.11029411764705882
128_1840	5	0.002857142857142857
12814-1_1830	5	0.006172839506172839
12865-1_1833	5	0.007042253521126761
12865-2_1833	5	0.006097560975609756
12865-3_1833	5	0.07142857142857142
12871_1833	5	0.007425742574257425
12872-1_1833	5	0.08208955223880597
12887-1_1834	5	0.00847457627118644
12891-1_1834	5	0.005813953488372093
12894-1_1834	5	0.027777777777777776
12897-1_1834	5	0.006172839506172839
12897-2_1834	5	0.0056179775280898875
12897-3_1834	5	0.005952380952380952
12898-1_1834	5	0.006024096385542169
12899_1834	5	0.08783783783783784
129_1841	5	0.12946428571428573
12908-1_1835	5	0.00819672131147541
12908-2_1835	5	0.10483870967741936
12908-3_1835	5	0.007042253521126761
13_1840	5	0.12740384615384615
130_1841	5	0.005952380952380952
131_1841	5	0.08260869565217391
132_1841	5	0.052941176470588235
133_1841	5	0.03125
134_1841	5	0.0949367088607595
135_1841	5	0.007575757575757576
136_1841	5	0.5
137_1841	5	0.02717391304347826
138_1841	5	0.3276699029126214
139_1841	5	0.5240963855421686
14_1840	5	0.0020161290322580645
140_1841	5	0.04861111111111111
141_1841	5	0.3073770491803279
142-1_1841	5	0.03571428571428571
142-2_1841	5	0.3609271523178808
143_1841	5	0.039285714285714285
144_1841	5	0.08558558558558559
145_1842	5	0.03205128205128205
147_1842	5	0.0945945945945946
148_1842	5	0.07236842105263158
149-1_1842	5	0.13141025641025642
149-2_1842	5	0.36971830985915494
149-3_1842	5	0.08823529411764706
149-4_1842	5	0.12717770034843207
15_1840	5	0.030952380952380953
150_1842	5	0.004672897196261682
15038_1829	5	0.026717557251908396
15044_1829	5	0.0641025641025641
15058_1830	5	0.10606060606060606
15087_1835	5	0.03888888888888889
151_1842	5	0.051075268817204304
152_1843	5	0.14204545454545456
153_1844	5	0.09114583333333333
154_1844	5	0.052752293577981654
156_1845	5	0.03787878787878788
157_1847	5	0.030054644808743168
158_1847	5	0.12580645161290321
16_1840	5	0.003937007874015748
160_1848	5	0.014534883720930232
162_1849	5	0.048728813559322036
163_1849	5	0.07258064516129033
164_1850	5	0.01903114186851211
165_1840	5	0.2936046511627907
166_1840	5	0.004032258064516129
167_1840	5	0.0047169811320754715
16732-1_1824	5	0.00641025641025641
16733_1824	5	0.08762886597938144
168-1_1840	5	0.2673611111111111
168-2_1840	5	0.24278846153846154
169_1840	5	0.004132231404958678
17_1840	5	0.09455128205128205
173_1841	5	0.07222222222222222
174_1842	5	0.0049504950495049506
175_1842	5	0.002717391304347826
17543_1816	5	0.006172839506172839
176_1842	5	0.03435114503816794
177-1_1843	5	0.04779411764705882
177-2_1843	5	0.34539473684210525
177-3_1843	5	0.4307228915662651
17714_1831	5	0.12837837837837837
17740_1836	5	0.010869565217391304
178_1843	5	0.008333333333333333
17827-1_1808	5	0.11805555555555555
17827-2_1808	5	0.0058823529411764705
17827-3_1808	5	0.08024691358024691
17827-4_1808	5	0.01948051948051948
17827-5_1808	5	0.01875
17828-1_1809	5	0.19285714285714287
17828-2_1809	5	0.016666666666666666
17828-3_1809	5	0.1597222222222222
17829-1_1812	5	0.0625
17829-2_1812	5	0.21428571428571427
17829-3_1812	5	0.1619718309859155
17830-1_1813	5	0.01948051948051948
17830-2_1813	5	0.013157894736842105
17830-3_1813	5	0.06818181818181818
17831-1_1812	5	0.036231884057971016
17831-2_1812	5	0.024193548387096774
17831-3_1812	5	0.006944444444444444
17831-4_1812	5	0.03787878787878788
17831-5_1812	5	0.0078125
17832-1_1813	5	0.03333333333333333
17832-2_1813	5	0.19186046511627908
17832-3_1813	5	0.03125
17833-1_1814	5	0.10365853658536585
17833-2_1814	5	0.06790123456790123
17833-3_1814	5	0.0058823529411764705
17834-1_1814	5	0.078125
17834-2_1814	5	0.006329113924050633
17834-3_1814	5	0.005747126436781609
17835-1_1814	5	0.24166666666666667
17835-2_1814	5	0.02586206896551724
17835-3_1814	5	0.008620689655172414
17835-4_1814	5	0.009259259259259259
17835-5_1814	5	0.013888888888888888
17836-1_1814	5	0.08064516129032258
17836-2_1814	5	0.05555555555555555
17836-3_1814	5	0.12025316455696203
17837-1_1814	5	0.00684931506849315
17837-2_1814	5	0.019230769230769232
17837-3_1814	5	0.050724637681159424
17837-4_1814	5	0.007352941176470588
17837-5_1814	5	0.1015625
17838-1_1814	5	0.3082191780821918
17838-2_1814	5	0.0472972972972973
17838-3_1814	5	0.04861111111111111
17838-4_1814	5	0.03731343283582089
17838-5_1814	5	0.21014492753623187
17842-1_1818	5	0.0546875
17843_1818	5	0.005376344086021506
17844_1818	5	0.04435483870967742
17845-1_1818	5	0.07065217391304347
17845-2_1818	5	0.01744186046511628
17845-3_1818	5	0.016666666666666666
17846-1_1819	5	0.008064516129032258
17846-2_1819	5	0.041666666666666664
17846-3_1819	5	0.02586206896551724
17847_1816	5	0.009615384615384616
17848_1816	5	0.057692307692307696
17849_1816	5	0.01838235294117647
17850-1_1822	5	0.016666666666666666
17850-2_1822	5	0.03723404255319149
17850-3_1822	5	0.06395348837209303
17851-1_1828	5	0.0375
17851-2_1828	5	0.05303030303030303
17851-3_1828	5	0.032467532467532464
17853-1_1831	5	0.02027027027027027
17854-1_1831	5	0.02112676056338028
17854-2_1831	5	0.3219178082191781
17854-3_1831	5	0.1
17855-1_1831	5	0.1144578313253012
17855-2_1831	5	0.040229885057471264
17855-3_1831	5	0.11728395061728394
17856-1_1831	5	0.016853932584269662
17857-1_1831	5	0.023076923076923078
17858-1_1831	5	0.07
17858-2_1831	5	0.03676470588235294
17858-3_1831	5	0.007042253521126761
17858-4_1831	5	0.0472972972972973
17858-5_1831	5	0.007042253521126761
17859-1_1831	5	0.08552631578947369
17859-2_1831	5	0.35795454545454547
17859-3_1831	5	0.10215053763440861
17859-4_1831	5	0.006024096385542169
17859-5_1831	5	0.06989247311827956
17860-1_1831	5	0.018292682926829267
17860-2_1831	5	0.11538461538461539
17860-3_1831	5	0.08823529411764706
17861-1_1832	5	0.01875
17861-2_1832	5	0.02142857142857143
17861-3_1832	5	0.034722222222222224
17861-4_1832	5	0.007142857142857143
17861-5_1832	5	0.005952380952380952
17862-1_1832	5	0.006329113924050633
17863-1_1832	5	0.011811023622047244
17864_1832	5	0.0035211267605633804
17865-1_1832	5	0.12337662337662338
17866_1833	5	0.003289473684210526
17867-1_1833	5	0.02027027027027027
17867-2_1833	5	0.007246376811594203
17867-3_1833	5	0.34558823529411764
17867-4_1833	5	0.006756756756756757
17867-5_1833	5	0.023076923076923078
18_1840	5	0.01598173515981735
180_1844	5	0.13541666666666666
182-1_1844	5	0.148
182-2_1844	5	0.13414634146341464
182-3_1844	5	0.09583333333333334
182-4_1844	5	0.1115702479338843
182-5_1844	5	0.06097560975609756
182-6_1844	5	0.24180327868852458
182-7_1844	5	0.268
182-8_1844	5	0.0035971223021582736
183_1844	5	0.09183673469387756
184_1845	5	0.15
189_1846	5	0.0037593984962406013
19_1840	5	0.1638888888888889
190_1846	5	0.14310344827586208
191_1846	5	0.3248847926267281
192_1846	5	0.005434782608695652
193_1848	5	0.21604938271604937
195_1848	5	0.06756756756756757
196_1848	5	0.325
197-1_1848	5	0.0037313432835820895
197-2_1848	5	0.07231404958677685
198_1848	5	0.11290322580645161
199_1850	5	0.004032258064516129
2_1840	5	0.19117647058823528
200_1850	5	0.0047169811320754715
201_1850	5	0.00847457627118644
202_1850	5	0.22566371681415928
204_1846	5	0.027472527472527472
205-1_1840	5	0.0037313432835820895
205-2_1840	5	0.03333333333333333
205-3_1840	5	0.0035714285714285713
205-4_1840	5	0.07575757575757576
206_1841	5	0.014367816091954023
207-1_1849	5	0.0028735632183908046
207-2_1849	5	0.07363013698630137
208_1849	5	0.15664556962025317
209_1849	5	0.006787330316742082
21_1840	5	0.08666666666666667
210_1849	5	0.14898989898989898
211_1846	5	0.0055762081784386614
212_1847	5	0.00390625
214_1827	5	0.004032258064516129
215_1832	5	0.006172839506172839
216_1835	5	0.0078125
217_1821	5	0.0047169811320754715
218_1825	5	0.023178807947019868
219-1_1838	5	0.003289473684210526
219-2_1838	5	0.0017730496453900709
220_1831	5	0.012605042016806723
221-1_1838	5	0.3962962962962963
221-2_1838	5	0.420863309352518
222_1839	5	0.013392857142857142
223_1829	5	0.05232558139534884
224_1831	5	0.006024096385542169
225-1_1838	5	0.16929133858267717
225-2_1838	5	0.11781609195402298
226_1834	5	0.005319148936170213
227_1835	5	0.0687732342007435
228_1838	5	0.23722627737226276
229_1839	5	0.004
23_1840	5	0.0057692307692307696
230-1_1827	5	0.08273381294964029
230-2_1827	5	0.12790697674418605
230-3_1827	5	0.332089552238806
230-4_1827	5	0.2210144927536232
230-5_1827	5	0.16896551724137931
230-6_1827	5	0.060714285714285714
230-7_1827	5	0.06884057971014493
230-8_1827	5	0.042222222222222223
231_1838	5	0.08514492753623189
232_1826	5	0.0025380710659898475
233_1825	5	0.006172839506172839
235-1_1834	5	0.09666666666666666
235-2_1834	5	0.1325581395348837
236-1_1830	5	0.3265895953757225
236-2_1830	5	0.09713375796178345
237_1835	5	0.004918032786885246
238-1_1833	5	0.10130718954248366
238-2_1833	5	0.003067484662576687
238-3_1833	5	0.01592356687898089
238-4_1833	5	0.05
238-5_1833	5	0.025896414342629483
239_1835	5	0.090625
24-1_1840	5	0.01893939393939394
24-2_1840	5	0.012295081967213115
24-3_1840	5	0.0036231884057971015
24-4_1840	5	0.0037593984962406013
24-5_1840	5	0.025547445255474453
24-6_1840	5	0.004347826086956522
24-7_1840	5	0.011682242990654205
240_1830	5	0.06914893617021277
241_1835	5	0.003424657534246575
242_1830	5	0.24019607843137256
243-1_1831	5	0.1638888888888889
243-2_1831	5	0.15701219512195122
244-1_1828	5	0.22
244-2_1828	5	0.2329192546583851
245_1834	5	0.0058823529411764705
246_1836	5	0.015217391304347827
247_1829	5	0.007575757575757576
248-1_1833	5	0.04782608695652174
248-2_1833	5	0.3057553956834532
248-3_1833	5	0.13503649635036497
248-4_1833	5	0.14661654135338345
248-5_1833	5	0.013440860215053764
249_1828	5	0.005813953488372093
25_1841	5	0.020833333333333332
250_1832	5	0.004347826086956522
251_1839	5	0.1328125
252_1834	5	0.06854838709677419
253_1839	5	0.0036231884057971015
254_1835	5	0.0275
255_1835	5	0.004273504273504274
256_1835	5	0.0056179775280898875
257_1838	5	0.052845528455284556
258_1838	5	0.12218045112781954
259_1834	5	0.005319148936170213
26_1841	5	0.00980392156862745
260_1835	5	0.005376344086021506
